Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct,id_cycle,type,ambient_temperature,time
(820.8099365234375-66.15226745605469j),(337.146728515625-44.435874938964844j),(2.418427541040143+0.1225361921453102j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(820.4921875-55.26880645751953j),(340.9993896484375-41.67531204223633j),(2.3902462107745985+0.13004554137180127j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(817.669677734375-56.78515625j),(342.1013488769531-39.109580993652344j),(2.378035303085442+0.10587157332376342j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(817.498779296875-57.736106872558594j),(341.8819885253906-39.480369567871094j),(2.3789497492786498+0.10584268732153279j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(816.9060668945312-56.897735595703125j),(344.52545166015625-40.15902328491211j),(2.358312940131322+0.10974460231587242j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(815.8050537109375-56.878135681152344j),(344.66937255859375-39.823402404785156j),(2.354554878943955+0.10702503234723006j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(815.1234741210938-37.343788146972656j),(348.2089538574219-31.813762664794922j),(2.33124185751024+0.1057462383266884j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(812.9090576171875-34.98084259033203j),(349.8694763183594-32.924957275390625j),(2.3123941857873467+0.11762854426068849j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(813.5015258789062-36.58479690551758j),(350.5977783203125-31.760848999023438j),(2.3108161446855826+0.1049883598997528j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(809.05029296875-33.99560546875j),(353.6144104003906-33.51150131225586j),(2.276609344966733+0.11961331421619548j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(808.7088623046875-36.80413055419922j),(355.35723876953125-31.615001678466797j),(2.2670334732681896+0.09812136268575895j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(806.060546875-38.145545959472656j),(357.26678466796875-29.99966049194336j),(2.249292508569005+0.0821024145077737j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(804.4605102539062+2.3317394256591797j),(360.23822021484375-11.420666694641113j),(2.230687571912747+0.07719247188088099j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(803.12451171875+2.112649917602539j),(361.6056823730469-12.090059280395508j),(2.2183201714906735+0.08001055764376573j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(800.9866943359375+2.915782928466797j),(362.9786682128906-13.2788667678833j),(2.2034617879490317+0.08864228467523276j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(799.0877075195312+0.9935493469238281j),(365.8544921875-12.10464859008789j),(2.1816899842588278+0.07489901183131505j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(801.2094116210938+2.724618911743164j),(364.4303894042969-13.852677345275879j),(2.1950693960452368+0.09091504981186065j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(793.4365844726562+2.5153961181640625j),(372.14007568359375-10.274831771850586j),(2.1302806335737516+0.06557657411698513j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(794.9049072265625-10.574462890625j),(369.5111083984375-14.15860366821289j),(2.1491752429050623+0.053732775919130935j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(793.075927734375-11.725894927978516j),(371.30096435546875-13.588096618652344j),(2.1342356602431956+0.04652372896570656j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(794.1404418945312-12.565881729125977j),(371.4732360839844-10.821329116821289j),(2.136985301041087+0.028425034445447327j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(792.049072265625-12.338815689086914j),(372.62445068359375-13.762372970581055j),(2.123921848210165+0.04533086574259774j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(792.7330322265625-18.744831085205078j),(372.9927062988281-7.220037937164307j),(2.125507564704155-0.009111668338062732j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(791.8790283203125-35.252891540527344j),(371.72869873046875-19.47991943359375j),(2.1293827929093947+0.01675230814810933j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(792.2035522460938-37.99601745605469j),(371.098388671875-15.212014198303223j),(2.1353623691772836-0.014855507180555045j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(792.3556518554688-41.61719512939453j),(371.9769287109375-12.220914840698242j),(2.131495459186024-0.04185305441737566j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(791.2853393554688-46.36945343017578j),(371.12359619140625-7.709141731262207j),(2.1338089274807457-0.08061901287829493j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(791.7324829101562-56.90815734863281j),(372.6216125488281+3.440059185028076j),(2.123171733211995-0.17232493126642356j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(796.2951049804688-70.35749816894531j),(367.78338623046875+18.52443504333496j),(2.1500299643592062-0.2995937084441716j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(807.5587768554688-87.92936706542969j),(359.0285339355469+34.66096878051758j),(2.205092974574039-0.45779098394665524j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(824.020263671875-102.3311538696289j),(340.86639404296875+51.03282928466797j),(2.320470659521824-0.6476183653037374j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(846.039794921875-117.56614685058594j),(316.941650390625+66.78633880615234j),(2.481054430593955-0.8937502795849585j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(869.3875122070312-122.50875854492188j),(292.11761474609375+80.91602325439453j),(2.656184256087439-1.1551396031757513j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(887.0277099609375-112.51994323730469j),(267.9302062988281+92.80899047851562j),(2.826099012597409-1.398899156486931j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(901.0438232421875-75.80992126464844j),(244.67398071289062+102.4321060180664j),(3.0230753670317245-1.5754429491764042j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(905.60498046875-14.598041534423828j),(224.96563720703125+124.49156951904297j),(3.0542993112529024-1.7550794044597722j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(911.4339599609375+110.69303131103516j),(181.51173400878906+144.9593505859375j),(3.3632854038033133-2.0761557852849792j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(879.2676391601562+274.34405517578125j),(139.7775115966797+159.73733520507812j),(3.7005745492254047-2.2662863176392594j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(806.8307495117188+437.7820129394531j),(95.54750061035156+159.9381866455078j),(4.238278212250604-2.5126823547811674j),(0.1676537412678384-0.12457072878298986j),(0.09698395212768127-0.003447740897467678j),0.06319812376707153,0.10229511275627602,3,impedance,24,2008.0
(826.402587890625-26.207107543945312j),(331.54071044921875-93.85986328125j),(2.3283788356410002+0.5801224572863862j),(0.1629655228519708-0.12775800437914078j),(0.09294069277949564-0.0014974520371454963j),0.06269644718508349,0.09161902925465781,5,impedance,24,2008.0
(820.5443725585938-36.74462890625j),(338.70172119140625-80.36819458007812j),(2.3178556871387785+0.441501293351131j),(0.1629655228519708-0.12775800437914078j),(0.09294069277949564-0.0014974520371454963j),0.06269644718508349,0.09161902925465781,5,impedance,24,2008.0
(820.7473754882812-45.963218688964844j),(338.837158203125-71.86448669433594j),(2.34550981500607+0.3618128568103501j),(0.1629655228519708-0.12775800437914078j),(0.09294069277949564-0.0014974520371454963j),0.06269644718508349,0.09161902925465781,5,impedance,24,2008.0
(821.5494384765625-53.51283645629883j),(337.4095153808594-64.49665832519531j),(2.378289030258355+0.2960167214433584j),(0.1629655228519708-0.12775800437914078j),(0.09294069277949564-0.0014974520371454963j),0.06269644718508349,0.09161902925465781,5,impedance,24,2008.0
(819.7058715820312-53.37755584716797j),(339.0455627441406-56.519737243652344j),(2.3778514201237013+0.23895897933874188j),(0.1629655228519708-0.12775800437914078j),(0.09294069277949564-0.0014974520371454963j),0.06269644718508349,0.09161902925465781,5,impedance,24,2008.0
(818.39501953125-57.71062469482422j),(342.4390869140625-51.745216369628906j),(2.36144524920731+0.1883046449268881j),(0.1629655228519708-0.12775800437914078j),(0.09294069277949564-0.0014974520371454963j),0.06269644718508349,0.09161902925465781,5,impedance,24,2008.0
(816.789794921875-63.124473571777344j),(341.52923583984375-49.08323287963867j),(2.369195059990081+0.1556624549704308j),(0.1629655228519708-0.12775800437914078j),(0.09294069277949564-0.0014974520371454963j),0.06269644718508349,0.09161902925465781,5,impedance,24,2008.0
(818.606201171875-63.80850601196289j),(341.0054016113281-48.743003845214844j),(2.3787123901486846+0.1528922442910144j),(0.1629655228519708-0.12775800437914078j),(0.09294069277949564-0.0014974520371454963j),0.06269644718508349,0.09161902925465781,5,impedance,24,2008.0
(817.163330078125-65.7787094116211j),(346.3177185058594-43.237831115722656j),(2.346711224930433+0.10304986520257349j),(0.1629655228519708-0.12775800437914078j),(0.09294069277949564-0.0014974520371454963j),0.06269644718508349,0.09161902925465781,5,impedance,24,2008.0
(813.8379516601562-67.36786651611328j),(345.3105163574219-44.344154357910156j),(2.3432399751178936+0.10582107091206397j),(0.1629655228519708-0.12775800437914078j),(0.09294069277949564-0.0014974520371454963j),0.06269644718508349,0.09161902925465781,5,impedance,24,2008.0
(812.382568359375-57.607147216796875j),(347.6195373535156-38.31524658203125j),(2.326983343542368+0.09076530514802897j),(0.1629655228519708-0.12775800437914078j),(0.09294069277949564-0.0014974520371454963j),0.06269644718508349,0.09161902925465781,5,impedance,24,2008.0
(814.5944213867188-59.6060905456543j),(346.99896240234375-37.22585678100586j),(2.339049568286985+0.07915595336917086j),(0.1629655228519708-0.12775800437914078j),(0.09294069277949564-0.0014974520371454963j),0.06269644718508349,0.09161902925465781,5,impedance,24,2008.0
(811.1200561523438-61.55580139160156j),(350.6802978515625-37.15037536621094j),(2.305709008266182+0.06872970594128766j),(0.1629655228519708-0.12775800437914078j),(0.09294069277949564-0.0014974520371454963j),0.06269644718508349,0.09161902925465781,5,impedance,24,2008.0
